id_company,date,id_vehicle,prev_date,next_date,duration,activity_start_date,id_onboard_computer,id_devixe,id_activity_group,id_activity,id_cost_center,id_role,id_vehicle_operator,id_structure_cr,id_workfront,id_eletronic_fence,id_implement,id_implement_type,id_workflow,post_process_type,id_package_rule,id_package_rule_structure,id_service_order,service_order_code,id_season,gps_position,altitude,direction,gps_satellites_quantity,gps_sync,signal_rtk,signal_strength_3g,signal_strength_wifi,snapshot_id,speed,productive_hectar,area_sensor,engine_on_sensor,torque_sensor,speed_avg_sensor
50115,2024-07-02 02:59:36.558 -0300,58395,2024-07-02 02:59:32.686 -0300,2024-07-02 03:00:36.571 -0300,00:01:00.013,2024-07-02 02:59:31.153 -0300,25142,null,50405,53561,984,50740,115563,1859474,581,42653,0,0,731,null,null,null,0,0,362,(-44.986639333333336.-19.253570333333332),6.949.000.000.000,1.012.193.908.691,10,true,null,100,0,79219,19,0.0000000000,null,null,null,
50115,2024-07-02 02:59:36.186 -0300,58387,2024-07-02 02:58:36.166 -0300,2024-07-02 03:00:36.729 -0300,00:01:00.543,2024-07-02 02:48:32.707 -0300,25131,null,0,0,984,50740,115605,1859653,580,0,0,0,0,null,null,null,0,0,362,(-44.97175816666667.-19.311265333333335),6.258.000.000.000,1.877.866.668.701,9,true,null,0,0,656620,11,0.0000000000,0.0000000000,0.0000000000,null,11
50115,2024-07-02 02:59:35.639 -0300,58302,2024-07-02 02:59:25.289 -0300,2024-07-02 02:59:45.639 -0300,00:00:10,2024-07-02 02:56:20.196 -0300,25500,null,50403,52393,984,50742,148221,1859658,580,0,40151,152,709,null,null,null,0,-1,362,(-44.920352666666666.-19.330762166666666),6.912.000.000.000,3.574.865.112.305,12,true,null,96,0,369770,14,0.0000000000,0.0000000000,0.0000000000,null,15
50115,2024-07-02 02:59:35.552 -0300,60604,2024-07-02 02:58:35.137 -0300,2024-07-02 03:00:36.080 -0300,00:01:00.528,2024-06-30 07:33:40.276 -0300,25133,null,0,0,1167,52105,0,0,0,0,0,0,0,null,null,null,0,0,362,(-44.985989833333335.-19.2530575),6.864.000.000.000,2.977.644.042.969,9,true,null,0,0,242420,0.151911005,0.0000000000,null,null,null,
50115,2024-07-02 02:59:35.082 -0300,58225,2024-07-02 02:59:22.555 -0300,2024-07-02 03:00:35.555 -0300,00:01:00.473,2024-07-01 23:30:49.941 -0300,24849,null,50403,59074,1225,53490,153906,2245114,969,0,0,0,0,null,null,null,0,0,362,(-44.982507166666664.-19.321395166666665),6.805.000.000.000,497.860.221.863,10,true,null,44,0,106569,11,62.635.234.375,null,null,null,
50115,2024-07-02 02:59:34.558 -0300,58390,2024-07-02 02:58:34.541 -0300,2024-07-02 03:00:34.567 -0300,00:01:00.009,2024-07-02 02:36:26.549 -0300,24822,null,50403,53394,984,50786,141642,0,581,41695,0,0,749,null,null,null,0,0,362,(-44.983519333333334.-19.253137833333334),7.330.000.000.000,987.649.765.015,10,true,null,92,0,241920,0.27629,0.0000000000,null,null,null,
50115,2024-07-02 02:59:34.506 -0300,59254,2024-07-02 02:59:31.072 -0300,2024-07-02 03:00:17.050 -0300,00:00:42.544,2024-07-02 02:59:34.506 -0300,25258,null,50405,52438,984,51583,128065,1859656,580,0,0,0,1224,null,null,null,0,0,362,(-44.919725.-19.323177333333334),6.924.000.000.000,1.687.519.226.074,12,true,null,67,84,115255,14,0.0000000000,0.0000000000,0.0000000000,null,0.194487527
50115,2024-07-02 02:59:34.116 -0300,58359,2024-07-02 02:58:34.088 -0300,2024-07-02 03:00:34.562 -0300,00:01:00.446,2024-07-01 23:24:32.599 -0300,25266,null,50404,53250,984,50741,153871,1859656,580,0,77176,169,710,null,null,63,0,0,362,(-44.91827166666667.-19.330734333333332),6.892.000.000.000,3.139.511.108.398,12,true,null,80,0,251508,0.03415221,0.0000000000,null,null,null,
50115,2024-07-02 02:59:33.049 -0300,58384,2024-07-02 02:58:32.674 -0300,2024-07-02 03:00:33.552 -0300,00:01:00.503,2024-07-02 02:19:23.796 -0300,25137,null,50406,53396,984,50740,0,1859933,580,41694,0,0,0,1,668065,null,0,0,362,(-44.985318.-19.254598166666668),6.846.000.000.000,2.246.968.231.201,10,true,null,0,0,784767,0.319567055,0.0000000000,null,null,null,
50115,2024-07-02 02:59:32.692 -0300,58371,2024-07-02 02:59:20.134 -0300,2024-07-02 02:59:44.615 -0300,00:00:11.923,2024-07-02 02:54:14.108 -0300,25717,null,50403,52433,984,50741,148356,1859656,580,0,81100,435,710,null,null,null,0,0,362,(-44.923508.-19.325904),6.903.000.000.000,3.566.597.900.391,12,true,null,86,0,948810,15,0.0000000000,0.0000000000,0.0000000000,null,15
50115,2024-07-02 02:59:32.686 -0300,58395,2024-07-02 02:59:31.153 -0300,2024-07-02 02:59:36.558 -0300,00:00:03.872,2024-07-02 02:59:31.153 -0300,25142,null,50405,53561,984,50740,115563,1859474,581,42653,0,0,731,null,null,null,0,0,362,(-44.98671316666667.-19.253553833333335),6.946.000.000.000,1.067.474.746.704,10,true,null,100,0,79218,17,0.0000000000,0.0000000000,0.0000000000,null,19
50115,2024-07-02 02:59:32.246 -0300,58369,2024-07-02 02:59:22.137 -0300,2024-07-02 02:59:42.076 -0300,00:00:09.83,2024-07-02 02:51:26.660 -0300,25267,null,50403,52991,984,50741,115721,1859658,580,0,81100,435,710,null,null,null,0,0,362,(-44.92030916666667.-19.330987333333333),6.899.000.000.000,3.570.889.587.402,12,true,null,52,63,920377,15,0.0000000000,0.0000000000,0.0000000000,null,15
50115,2024-07-02 02:59:32.168 -0300,58219,2024-07-02 02:58:32.135 -0300,2024-07-02 03:00:32.510 -0300,00:01:00.342,2024-07-02 02:44:22.062 -0300,25144,null,50405,53391,984,50786,115556,2245033,581,74012,0,0,749,null,null,null,0,0,362,(-44.987223166666666.-19.2533315),6.880.000.000.000,1.243.918.457.031,10,true,null,100,0,15438,0.020222141,0.0000000000,null,null,null,
50115,2024-07-02 02:59:31.153 -0300,58395,2024-07-02 02:59:19.602 -0300,2024-07-02 02:59:32.686 -0300,00:00:01.533,2024-07-02 02:59:31.153 -0300,25142,null,50405,53561,984,50740,115563,1859474,581,42653,0,0,731,null,null,null,0,0,362,(-44.98673683333333.-19.253547),6.939.000.000.000,1.083.434.371.948,10,true,null,100,0,79217,14,0.0000000000,0.0000000000,0.0000000000,null,16
